OTU ID	SRR11413606	SRR11413607	SRR11413608	SRR11413609	SRR11413610	SRR11413611	SRR11413612	SRR11413613	SRR11413614	SRR11413615	SRR11413617	SRR11413618	SRR11413619	SRR11413620	SRR11413645	SRR11413646	SRR11413647	SRR11413648	SRR11413649	SRR11413650	SRR11413652	SRR11413653	SRR11413654	SRR11413655	SRR11413656	SRR11413657	SRR11413678	SRR11413679	SRR11413680	SRR11413681	SRR11413683	SRR11413684	SRR11413685	SRR11413686	SRR11413687	SRR11413688	SRR11413689	SRR11413690	SRR11413691	SRR11413692
semibin_SRR6000945.4	0.43147994241680093	0.18253447129062736	0.16468830861280875	1.356155600556701	0.0	0.23047535903406507	0.20738533248121124	0.3684832125193805	0.1634900278194097	0.13669279610361715	0.0	0.19207704065979334	0.0	0.3756630166875414	0.11973100869593084	0.0	0.18632168340147576	0.5983452298163415	0.0	0.25020014657968304	0.0	0.14042741743960768	0.0	0.5316308751768981	0.19774445717202782	0.42213613933264116	0.0662817201718779	0.3261405468124295	0.14138895412880648	0.23987489303713247	0.0	5.1643654778783405	1.2280456168725506	0.18059463161285316	0.6022996735919379	1.8822300806998402	0.17349712245400797	0.32487026761145343	0.0	0.13527892131270475
semibin_SRR6000944.44	0.0	0.0	0.0	0.0	0.0	0.0	0.12254863624249862	0.18879806096527257	0.0	0.0	0.0	0.0	0.0	0.10978580635418969	0.0	0.0	0.14691379026812595	0.0	0.0	0.09293346391137396	0.0	0.0	0.0	0.21274819374265921	0.0	0.0	0.0	0.25929479747100975	0.0	0.0	0.0	0.0	0.22024194082636814	0.0	0.0	0.3196551868391479	0.0	0.3379102581588673	0.0	0.0
semibin_SRR6000932.49_sub	0.0	0.0	0.27503986170703554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3659622756658366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1977374105858891	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000921.66	0.0	0.0	0.0	0.0	0.3451584331330471	0.8255013657271094	0.0	0.0	0.0	0.26321515737085205	0.0	0.09548689930034686	0.0	0.0	0.38948918051790493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4991465818598383	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000910.14	0.18141788101004694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000907.58	0.0	0.0	0.0	0.12873152986672964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3264270502163658	0.0	0.0	0.0742584301376042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	0.0	0.693161332636578	0.3911157207846547	0.0	0.0	0.7531449520864282	0.0	0.0	0.0	0.0	0.0	0.5162172216160879	0.0	0.0	0.0	0.0	0.0	0.2166621455015058	0.19815004063919117	0.4429842678988974	0.0	1.3373890038394685	0.4503010001968127	0.0	1.2409017299592326	0.0	0.0	0.0	0.0	0.0	0.0	0.7882666516195748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20650444381161073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21076453166497047	0.0	0.0	0.0	0.26724381781365186	0.0	0.0	0.0	0.0	0.10482300346450486	0.0	0.0	0.32287327848201103	0.0	0.328152621512228	0.0	0.0
semibin_SRR6000900.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0602197016345421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0781609307131164	0.0	0.0	0.0	0.0	0.0	0.07144983406845204	1.17674298199063	0.19508908940771078	0.0	0.06790368292164409	0.0	0.0	0.2093352913622415	0.0	0.0	0.6198258427495219	0.06667972662109073	0.0	0.0	0.0
semibin_SRR6000900.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15748825640014055	0.0	0.0	0.0	0.0	0.1115846081771253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0832104175353546	0.5429317878752599	0.0	0.0
semibin_SRR6000900.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19765104668581332	0.0	0.0	0.0	0.1395357644072507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2773780793708778	0.0	0.0	0.17649865369984577	0.0
semibin_SRR6000899.37	0.127482603176669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000896.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20339238012313018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2014561223582519	0.0	0.0	0.0	0.24520193754303019	0.0	0.0	0.0	0.0	0.10502809697793805	0.0	0.0	0.3204802625803506	0.0	0.3203344018350367	0.0	0.0
semibin_SRR6000893.60_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26246887895442844	0.0	0.0	0.24128594796091324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000893.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20451419497941176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07542820043887284	0.0	0.0	0.0	0.0	0.12417754269145605	0.0	0.0	0.0	0.0	0.0	0.18973989614160447	0.0	0.0	0.0	0.0	0.1216767267064174	0.0	0.0	0.0
semibin_SRR6000891.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2325652828730556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16555125994751932	0.0	0.16010423616898425	0.06904079566019644	0.0	0.0	0.0	0.0	0.14835444830098005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.88	0.16612884497627295	0.12558326919477852	0.8438657931478191	0.0	0.12908931721592953	0.4263160171290051	0.0	0.1277542457631755	0.0	0.0	0.0	0.3297349267169235	0.0	0.3482583258528218	0.0	0.0	0.23907388402912455	0.07270773042041989	0.2676014144683558	0.0	0.0	0.0	0.1542130130483396	0.0	0.15616194359620322	0.13818127294337418	0.0	0.139776492588136	0.0	0.0	0.0	0.22397703823700324	0.0	0.10872875426247734	0.0	0.0	0.0	0.0	0.11545291296411038	0.0
semibin_SRR5930536.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.098769600036593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930534.80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2656686416521181	0.0	0.0	0.7186279718639538	0.0	0.0	0.7261840431090346	0.0	0.0	0.0	0.0	0.1153103530905418	0.0	0.0	0.8658260629321961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930534.11	0.12087371224729125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930533.9	0.0	0.0	0.0	11.64556719066923	0.0	0.1547839050723648	0.0	0.24007178082067107	0.0	0.693516865725821	0.0	0.0	3.0256591447377055	0.6957131356459036	0.0	0.0	1.3163370465574373	0.0	0.0	1.4413509256279384	0.0	0.43862609920392315	0.2696909602051203	6.578433296375154	1.2436957204407872	0.0	0.7994874403960723	0.9769255377125207	0.0	4.085976216546831	0.0	0.0	2.109093313989683	0.0	0.0	1.142409104987583	0.0	0.0	0.0	0.0
semibin_SRR5930533.32_sub	2.9706626056394176	1.466042252426754	0.0	0.0	0.0	0.0	0.0	0.5543296528622286	0.0	0.0	0.0	0.0	0.0	0.15224396682235863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8683034661854011	0.0	0.0	0.18121913465936404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07355595844240796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15782202248519356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18761056555364972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.101_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2890716739098489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930531.50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0877783717744305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930531.21	0.0	1.2887539543364495	0.0	0.0	0.0	2.753303363429776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27083953999220245	3.6361121561141636	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2250529261063052	0.0	0.0	0.0	0.0
semibin_SRR5930530.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10343572913145962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.59	0.0	0.0	0.19043187981296328	0.0	0.0	0.0	0.18283780992095658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11849538830581115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20961405061711053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.149895720448933	0.0	0.0	0.44837789837279873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930528.15	0.0	0.1106294195318964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9198127021790206	0.0	0.0	0.0	0.0	0.17844020725576024	0.17600593246656582	0.0	0.0	0.0	0.614506893687529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.97	0.24588438165578372	0.0	0.07430061186371864	0.0	0.14176803739848143	0.0	0.16420194767613186	0.0	0.0	0.0	0.0	0.1764638888579613	0.0	0.0	0.0	0.0	0.0	0.0	0.16937728656643042	0.0	0.0	0.0	0.0	0.0	0.0	0.28394661146360084	0.0	0.6003544710921476	0.0	0.0	0.0	0.0	0.0	0.1445750446311547	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.83_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0422505105583433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.64	0.4620087931120846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06588422948516165	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33732790144304475	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930523.43	0.1342516008573091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930523.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07972490155812369	0.0	0.0	0.0	0.0	0.13881763024772914	0.0	0.0	0.0	0.0	0.07793032081601264	0.20262240436300416	0.0	0.0	0.0	0.0	0.11524613430019465	0.0	0.0	0.0
semibin_SRR5930522.7_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17080441125907397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930522.30_sub	0.0	0.0	0.0	0.0	0.20272639970196873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930521.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.163077475154946	0.0	0.0	0.40654555544017357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930520.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773577130737149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930520.79_sub	0.0	0.0	0.2655288000868077	0.0	0.5438503380590906	0.0	0.3240101163812981	0.0	0.0	0.12722468629392655	0.0	0.0	0.0	0.5969045081047495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0803187263221175	0.4707026832953093	0.0	0.0	0.0	0.0	0.0	1.0751086411899506	0.0	0.0	0.20396466099216665	0.0	0.0	0.0	0.0	0.0	0.948780618570354	0.0
semibin_SRR5930520.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45008209780136055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13797901792148617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930520.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3609399170081654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.63	0.0	0.0	0.0	0.7925365656291035	0.0	0.0	0.0	0.0	0.0	0.0	0.11813683803272965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1460132734023437	0.0	0.0	0.0	0.15455619510366098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7313948779010044	0.0
semibin_SRR5930519.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07503444338488474	0.0	0.0	0.0	0.0	0.0	0.35187446329143074	0.0	0.0	0.0	0.0
semibin_SRR5930518.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1182211539044427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07029397914877965	0.0	0.0	0.0	0.09707340071653806	0.0	0.0	0.0	0.0	0.1522406218907639	0.1118587386235115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930517.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08336368330349629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12721675826513637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20757788329232635	0.0	0.0	0.0	0.0	0.0	0.268578042710102	0.0	0.0	0.13875223539605044	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930516.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5033322009113493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930514.44	0.0	0.0	0.0	0.0	4.033167818433856	0.09124721464151175	0.0	0.0	0.0	0.0	0.0	0.9667739954189337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9573129099554536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930512.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07946722197781389	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930512.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15491350149431357	0.0	0.0	0.21354523239406406	0.0	0.0	0.0	0.0	0.26562238362315826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19078655243431744	0.2548951680429662	0.0	0.0	0.0	0.0	0.2754408672061478	0.430921195547574	0.0	0.0
semibin_SRR5930511.52	0.0	0.8364639942991645	0.3715769827990554	1.1469369158004485	0.6518392887833626	0.9292505625741198	0.0	0.9742005514505986	0.5286645062671295	0.8289920424582765	0.0	0.5624657450230327	1.1885768635693619	0.0	0.4856944212044017	0.0	0.0	0.48872061325623967	0.19116313424739625	3.9176023550825643	0.0	2.1286207537476343	0.3129285632080505	0.0	0.0	0.2628901017429252	0.0	0.0	0.0	0.0	0.38733784925857245	0.0	0.0	0.0	0.8987959335073546	0.0	1.257350420066629	0.0	0.0	1.0278006602335057
semibin_SRR5930511.23	0.0	0.0	0.0	0.25086334491174184	0.0	0.12988066935219372	0.0	0.0	0.0	0.09930783429709676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13233557701722745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930510.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13937216422012208	0.09932706338869124	0.0	0.0	0.0	0.0	0.0	0.0	0.09472525936286276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2600737268245546	0.1762846527989461	0.0	0.0	0.0	0.0	0.16213844188122958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
