OTU ID	SRR5930493	SRR5930494	SRR5930495	SRR5930497	SRR5930498	SRR5930499	SRR5930501	SRR5930502	SRR5930503	SRR5930504	SRR5930505	SRR5930506	SRR5930507	SRR5930508	SRR5930509	SRR5930510	SRR5930511	SRR5930512	SRR5930513	SRR5930514	SRR5930515	SRR5930516	SRR5930517	SRR5930518	SRR5930519	SRR5930520	SRR5930521	SRR5930522	SRR5930523	SRR5930526	SRR5930527	SRR5930528	SRR5930529	SRR5930530	SRR5930531	SRR5930532	SRR5930533	SRR5930534	SRR5930536
semibin_SRR6000947.67	0.0	0.29223714612608387	0.0	0.0	0.32304628206793584	0.9650737067911718	0.0	0.0	0.0	0.0	0.20102146286851577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2637923302796563	0.0	0.0	1.4658854087188538	0.0	0.0
semibin_SRR6000946.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11373722864856298	0.0	0.0	0.0	0.13988231944327828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3007565111238222	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000946.20_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5537576897592392	0.0	0.0	0.0
semibin_SRR6000945.4	0.0	0.07363648899803842	0.5430208469734253	0.04324950492232588	0.032457028699823275	0.0	0.0818413491663149	0.0	0.0	0.35955365777462234	0.09064614685139531	0.331247566128207	0.0	0.06589004164771237	0.0	0.0	0.0	0.0	1.2119032183720442	0.0	0.0	0.0	0.22360612693508994	0.6036284179656513	0.6286659653062203	0.0672314613097844	0.592270474369675	0.0	0.24506380867870037	0.09523317689805766	0.0562469722813349	0.0	0.1450958023263744	0.0	0.0	0.15359038997487937	0.0	0.13031923391030054	0.0
semibin_SRR6000944.44	0.0	0.0	0.11118089612896939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05127608100697901	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20156977262809786	0.0	0.0	0.24821699765624253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028929805230529893
semibin_SRR6000944.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.150774366071347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08149153226710144	0.0	0.0	0.0	0.2242497540109193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000932.54	0.0	0.0	0.0	0.17811843118165543	0.0	0.0	0.0	0.0	0.07395368663727443	0.0	0.08649917306391547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1167059910940774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20878315983021764	0.0	0.0	0.0	0.0
semibin_SRR6000932.49_sub	0.16318795531037097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1632908633909659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6617711991946154	0.0	0.0	0.0	0.0	0.0	0.05638931907835819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4384353989389197	0.0	0.0	0.0
semibin_SRR6000921.66	0.21632984834820665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10387624671081375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04113149208799796	0.0	0.0	0.0	0.049502930889323456	0.26852639376007453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03681083602028611	0.0	0.0	0.0	0.027859215697634488	0.0	0.0	0.0
semibin_SRR6000911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10152481607308189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3588062072129472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000910.14	0.16159265578792065	0.1646802348531384	0.0	0.6543842867910089	0.4465240000544393	0.0	0.14489126563633886	1.1541674704068476	0.1608736328668195	0.576155159225914	0.4305908271590928	0.48566891995539574	0.5829610901567674	0.2876989748525068	0.0	0.5368951176665631	0.6773358849603771	0.6658530229175383	0.0	0.0	0.9633969634254316	0.3547217422472937	0.0	0.5099147524861085	0.19882903047114214	0.10620692368442143	0.5426575500682972	0.4996524477507288	0.0	0.21369213814305987	0.14008402115722307	0.35442815175961134	0.5170408950617454	0.15602295768651622	0.1403542229791087	0.8848241093363574	0.26306351670886574	0.4741787383509801	0.5397276652455735
semibin_SRR6000909.45	0.0	0.0	0.0	0.19134231318519607	0.0	0.0	0.0	0.0	0.07422889599528658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10481729568154488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2346236349499672	0.0	0.0	0.0	0.0
semibin_SRR6000909.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10306318058104941	0.18112347054281472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11034444756113213	0.10613955630808011	0.0	0.0	0.0	0.0	0.0	0.0	0.06063919021208198	0.08146741287097274	0.0	0.0	0.0	0.0
semibin_SRR6000908.42_sub	0.0	0.0	0.0	0.0	0.17700342758706306	0.36035467672816723	0.506849520388701	0.0	0.0	0.0	0.0	0.188661783511547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000907.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0637963002236631	0.0	0.0	0.0	0.0	0.0	0.0	0.19384190765676607	0.11878286131794016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13301238700985032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	0.0	0.10814970035138091	0.0	0.0	0.0	0.0	0.36762220085861114	0.0	0.12459480654387839	0.3829051401023948	0.1900740197856114	0.19667243235806992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13214367675437488	0.0	0.0	0.0	0.0	0.8364870027233576	0.09149699896882559	0.0	0.0	0.0	0.0	0.298778955466668	0.13025973746526284	1.2499674903415257	0.20935379605387644	0.0	0.0	0.2365164842568387	0.0	0.1353136631696315
semibin_SRR6000905.32	0.12587597730966912	0.0	0.0	0.0	0.0	0.0	0.0	0.13897049818813795	0.0	0.2091969228340222	0.0	0.18085239624275928	0.0	0.25683632223012165	0.10850388465580699	0.0	0.2414320271576521	0.0	0.0	0.15620565654304158	0.0	0.0	0.0	0.0	0.0	0.04599694047460452	0.0	0.6401086319350953	0.0	0.0	0.5636561286855677	0.0	0.0	0.0	0.0	0.2346043531467862	0.0	0.0	0.0
semibin_SRR6000903.20	0.11773205987952694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14734425836491608	0.03743069521804118	0.0	0.0	0.038771463890696134	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000903.16	0.0	0.16878822465583895	0.0	0.0	0.0	0.0	0.10185739106622405	0.0	0.0	0.0	0.15483142612848988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2878332147350387	0.0	0.0	0.0	0.0	0.1293078081745085	0.0	0.0	0.0	0.0	0.0	0.16617116337460086	0.0	0.0
semibin_SRR6000903.13	0.13882155582481365	0.13227103578062177	0.0	0.535686367529434	0.38874047758954655	0.0	0.12549605991503682	0.8379342786301591	0.14383621218523726	0.5201453429005638	0.3549807810422444	0.4963344565493254	0.4694902644437686	0.22662595127725194	0.0	0.5326164680498467	0.576691578393312	0.5698598426475915	0.0	0.0	0.8377166824239135	0.30468317932597405	0.0	0.4584181192716229	0.0	0.11237567352375512	0.4705932677284492	0.48173752292283667	0.0	0.19262263250995287	0.12660664399731536	0.32776633606927985	0.43884286647445486	0.1327010996360763	0.13538507688115792	0.6622478138017316	0.23016561443828132	0.42367666922000363	0.4727311297179709
semibin_SRR6000902.21	0.0	0.0	0.0	0.0	0.12029486432141544	0.0	0.09445208807661054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037363754062252084	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023191655095389643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.30	0.0	0.1303083924593848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.184510369626122	0.0	0.0	0.0	0.06371750697755335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049657274749492795	0.3000314136089424	0.0	0.0	0.0	0.0	0.0	0.0	0.5468815147090411	0.0	0.0	0.0	0.10497070360464639	0.0	0.0	0.2906542351099198
semibin_SRR6000901.29	0.0	0.0	0.10936229447835151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07398057531003195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20121261865507395	0.0	0.0	0.24116646190763272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029250761224057464
semibin_SRR6000900.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10319926627481814	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000900.32	0.19730810248312458	0.2423718881231766	0.1252909677904595	0.026096396753604575	0.12917356815583608	2.493226014479595	0.0	0.22939067009126257	0.0	0.17528233491298129	0.0635612239981273	0.04808427271895886	0.05810948470690682	0.4918422893218508	0.17185309028066814	0.0	0.9252086307895219	0.0	0.4023186318185744	0.0760280183696868	0.37378928938811234	0.0	0.7107740190912036	0.041724462859875834	0.11736667600414866	0.0483089072399998	0.03423590178785375	1.390584989241647	0.0	0.0	0.05539156242415994	0.47017614076129965	0.04190917722585068	0.027355137686890383	0.0	0.3391867117663192	0.07683463560887778	0.15522416632821798	0.06610955571276922
semibin_SRR6000900.14	0.0	1.1438834294766143	0.09016114112951967	0.0	0.0	0.05088329138073973	0.0	0.3711072286102705	0.0	0.0	0.0	0.0	0.0	1.7118104273086103	0.0	0.0	0.0	0.3370962325855114	0.0	0.0	0.37823749585023475	0.0	0.0	0.07297474000884589	0.0	0.0	0.0	0.16270902905703194	0.0	0.12463929090711444	0.0	0.1417108351024899	0.08394029847669335	0.0	0.0	0.021775382462895274	0.0	0.0	0.10993281196371261
semibin_SRR6000899.37	0.0	0.0515809945103516	0.0	0.10673988779055642	0.1931432329902789	0.0	0.0	0.0	0.048116195116835646	0.32238549369187613	0.19516296980289494	0.04798774831039208	0.25235239801515597	0.07237130871388633	0.0	0.2729579101145325	0.1375512654204429	0.13702848272414567	0.0	0.0	0.0	0.028736174387412508	0.0	0.10774849362933861	0.0	0.025474878856653647	0.0	0.0	0.0	0.14448496476071432	0.09831696570811499	0.0	0.3674064470251167	0.045203456914224595	0.0	0.0	0.0	0.3118411434445423	0.12776222059973552
semibin_SRR6000896.44	0.0	0.0	0.1074198720032429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05115277506469649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19746203922448033	0.0	0.0	0.22759476699727105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026932722227184742
semibin_SRR6000896.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12634886514351085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05577992893787735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000894.27	0.0	0.14332444138891176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12948094040650077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21168928168033455	0.0	0.0	0.0	0.0	0.13381469045282934	0.0	0.0	0.0	0.0	0.0	0.14978299150234345	0.0	0.0
semibin_SRR6000893.60_sub	0.0	0.16320826924388956	0.0	0.0	0.0	0.0	0.0	0.0	0.07624783403581929	0.0	0.0	0.0	0.0	0.10577832955324165	0.0	0.0	0.11068805081487201	0.0	0.0	0.0	0.0	0.06622597976930784	0.0	0.05640809523185756	0.0	0.09347279233603031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14768515913722785	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5389566863438048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.71	0.2960653663076097	0.07872214471545172	0.0	0.34790175712068633	0.2762435122454996	0.0	0.28350105052320296	0.5787404442288888	0.09034653040242112	0.6893185136798308	0.3910588998906095	0.0	0.4462183642221529	0.03896974649100535	0.059948709421032885	0.5436048212216792	0.7716570100937773	0.13436247168129334	0.25392076782885215	0.0	0.0	0.0	0.0	0.11376926598471497	0.0	0.024905999392901747	0.16900527507882226	0.27510095754257125	1.5681877814646654	0.3520689994915494	0.11631476944879011	0.0	0.7569132457682266	0.14671651799503924	0.33025141544745995	0.28070050458680074	0.0	0.3336551311815166	0.728183333931171
semibin_SRR6000891.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09107181137404191	0.0	0.06776604697421414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11478766892368031	0.0	0.0	0.0	0.0	0.0	0.286642212778415	0.0	0.12449712348563191	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.9	0.13653432243250543	0.0	0.0	0.0	0.0	0.0	0.0	0.1344879900692983	0.0	0.21088110700445512	0.0	0.18135923888946157	0.0	0.2548309611050877	0.13898929080534292	0.0	0.3520767933764965	0.0	0.0	0.25132443770805685	0.0	0.0	0.0	0.0	0.0	0.05002123949009976	0.1846612358495271	0.6650901052122489	0.0	0.0	0.5664306452304123	0.0	0.0	0.0	0.0	0.26354078150260574	0.0	0.0	0.43417443251588733
semibin_SRR5930536.88	0.0	0.0774923593576744	0.0	0.1623791086174527	0.09055440239552555	0.0	0.15220571227266247	0.0	0.21763892842047086	0.0	0.0	0.14211131652063033	0.0	0.0932885785527732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06297224406768126	0.0	0.0	0.0	0.1845582231305541	0.0	0.0	0.0	0.5436570125298893	0.47906133747489177	0.0	0.0	0.16797898113461882	0.0	0.0	0.0	0.0	2.6062371227850267
semibin_SRR5930536.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030460459482538473	0.12064706723520352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030923150806187395	0.0	0.0	0.0	0.16991564334017634
semibin_SRR5930536.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3021787832304147	0.0	0.0	1.0092870523154616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0634428126902187
semibin_SRR5930536.61_sub	0.0	0.0	0.0	0.1654640966030069	0.0	0.0	0.2626184016061846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13749541801440376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7577803002414122	0.0	0.0	0.0	0.06664647361317222	0.0	0.0	0.0	0.0	0.4526122349370043
semibin_SRR5930536.22	0.0	0.026622838433390198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08802129901948141	0.0	0.0	0.0	0.0	0.0	0.6073889807332884
semibin_SRR5930534.80	0.0	0.0	1.1020655656765526	0.0	0.0	0.7030053418767818	0.0	0.0	0.0	0.0	0.0	0.0	0.11069219130345433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.096319925754533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15356749684116647	0.0	0.14198876779403855	0.0	0.0	0.0	0.0	1.899586264041769	0.0
semibin_SRR5930534.11	0.0	0.05062663072370101	0.0	0.12781709071691907	0.21975829334791774	0.0	0.0	0.0	0.03971041807308297	0.30175530436541975	0.16827954840593812	0.054300471800476244	0.2880415162088505	0.09246917051342396	0.0	0.3008953852834207	0.17077291393584534	0.1347046951589505	0.0	0.0	0.0	0.03851914093822273	0.0	0.10809290297952491	0.0	0.03209911018747772	0.048610644717432726	0.0	0.0	0.14338597836358588	0.09919165920067266	0.0	0.40222755266827914	0.05510383690669221	0.03057508799524716	0.0	0.0	0.987429504817699	0.14094055641239003
semibin_SRR5930533.9	0.0	0.0	0.0	0.1785213267071958	0.04837569465703028	0.0	0.0	0.0	0.0	0.6308127673924497	0.08816580043918791	0.334952966588343	0.0	1.2527890281944412	0.9684390450626053	1.5136701094401026	0.08467002947753974	0.0	4.458865869257646	0.16770117237999646	0.0	0.04704868669875135	0.16116976563947358	1.3495427817160712	0.7157852792478206	0.14148448465225186	1.9294763345553085	0.0	0.0	0.09281125371653993	0.0	0.0	0.0	0.07925508924010047	0.0	0.0	0.6101997899575906	0.0	1.0352504237719382
semibin_SRR5930533.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3712690962222474	0.0	0.0
semibin_SRR5930533.32_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22727164238969214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.060373121443527106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15595865915846244	0.0	0.0	0.029194100350515572	0.0351696439625262	0.0	0.9904232798085545	0.7321218016507803	0.0
semibin_SRR5930533.29	0.1694100916655872	0.0	0.0	0.0	0.0	0.0	0.0	0.1556427599525527	0.0	0.24301884212903474	0.0	0.1947981678974089	0.0	0.2842938027352923	0.1263802257833439	0.0	0.26204605655519975	0.0	0.0	0.17479208519577663	0.0	0.0	0.0	0.0	0.0	0.04928986471441454	0.0	0.7671222223936343	0.0	0.0	0.5846212357558437	0.0	0.0	0.0	0.0	0.25895461463300384	2.299048848903587	0.0	0.0
semibin_SRR5930533.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5378820290490127	0.0	0.0
semibin_SRR5930533.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20782935299786537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12130145572805331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07683638942035631	0.0	0.0	0.4613875836018743	0.0	0.0
