OTU ID	SRR6000869	SRR6000870	SRR6000871	SRR6000873	SRR6000874	SRR6000877	SRR6000878	SRR6000890	SRR6000891	SRR6000892	SRR6000893	SRR6000894	SRR6000895	SRR6000896	SRR6000899	SRR6000900	SRR6000901	SRR6000902	SRR6000903	SRR6000905	SRR6000906	SRR6000907	SRR6000908	SRR6000909	SRR6000910	SRR6000911	SRR6000912	SRR6000920	SRR6000921	SRR6000931	SRR6000932	SRR6000940	SRR6000942	SRR6000944	SRR6000945	SRR6000946	SRR6000947	SRR6000949
semibin_SRR6000949.18_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27907260195957856
semibin_SRR6000947.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0019553226063092	0.0
semibin_SRR6000947.58_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1985086608905164	0.0
semibin_SRR6000947.34_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.280509921057299	0.0
semibin_SRR6000947.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5531362777229112	0.0
semibin_SRR6000946.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5107730281072114	0.0	0.0
semibin_SRR6000946.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1226414729203775	0.0	0.0
semibin_SRR6000946.20_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1586888730172586	0.0	0.0
semibin_SRR6000945.4	0.13151557581295892	0.0	0.0	0.2486997216175835	0.0	6.08615237259143	0.0	3.542084294735886	0.0	0.0	0.0	0.3915898974599264	1.1705998289903434	0.0	0.46194531141868633	0.0	0.0	1.23624156158524	0.0	0.18790628291563327	0.07460854534550646	0.2463188119503056	0.0	0.0	0.0	0.0	4.304316752693652	0.0	0.23477365800446387	0.0	0.0	0.0	0.0	0.8304537970858276	20.8780869757652	0.1645520819167183	0.1516986132089514	0.08037262401492777
semibin_SRR6000944.44	0.13683708351646756	0.0	0.0	0.0	0.2870905562231026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15612818368591175	0.4221370103185732	0.0	0.0	0.5569339973807452	0.0	0.0	0.24729453481956504	0.0	0.0	0.0	0.0	0.5706255058979661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40587351270504113	0.4707773221846042	1.695871456164058	0.0	0.0	0.0
semibin_SRR6000944.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6276952168003983	0.0	0.0	0.0	0.0
semibin_SRR6000942.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8515451064545848	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000940.80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9912871537555744	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000940.38_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6665364986477533	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000932.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9139172184683457	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000932.49_sub	0.33605612986952627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3553823533153035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2892690736339867	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000931.54	0.0	0.6677241901624978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8828801328617258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000931.41	0.0	0.22763087112485852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31296585428476126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000921.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.205613901251615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000921.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6188743305981411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1666819582116594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7353767319375022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.16	0.0	0.0	0.0	0.0	0.0	0.10866037644443641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9623473823067511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9150370098657723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26541051048481984	0.0
semibin_SRR6000910.14	0.0	0.0	0.0	0.0	0.3209548926755248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2109703184762554	0.0	0.0	0.0	0.7267844671092485	0.17094237823132516	0.0	0.0	0.0	0.6103484723150995	1.0615995653855745	0.0	0.0	0.0	0.0	0.0	0.0	0.3698622805718628	0.0	0.0	0.0	0.0	0.23824355001985972	0.1195017719324044
semibin_SRR6000909.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48378674326056076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000909.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2019326562301766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000909.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5465156719500049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000908.42_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.31587465078802	0.0	0.0	0.0	0.0	0.0	7.125847068012675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000908.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6268973406811007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000908.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.989659463091704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000907.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19651114586358456	0.0	0.0	0.0	0.0	0.0	0.0	1.2398596190481674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.633811685844163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	0.7292260420564824	1.0106632037904457	0.0	7.7798897500007	0.0	0.0	4.723499996266715	0.0	0.39619094696269336	0.9977693651863754	0.0	1.8857569510654784	0.30577910544849113	0.0	0.46775296145230005	0.0	0.0	1.7490910890506166	0.0	1.7839176980165972	0.6781518731330918	0.0	0.7299718817244585	0.24878848432222508	0.0	0.7670881676603883	0.0	2.393858106647127	0.7179760748488335	0.393038845480189	0.0	2.0670006256185762	0.0	1.2396027023074454	0.0	6.820520265368904	0.5072272410625477	0.8620322694481168
semibin_SRR6000905.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27090749124099467	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0655155613808815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000903.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2135779223425445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000903.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0490580868025674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000903.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1532562342880549	0.0	0.0	0.0	3.1573822373640477	0.0	0.0	0.0	0.0	0.42785862137365716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000902.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7760798429731814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0227020142256014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5134946651943832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.30	0.0	0.0	0.0	0.0	0.0	0.30639256970357825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09942975292374322	0.410236889851404	0.7155799941599454	0.0	0.38255406891881805	0.27362979647837044	0.0	0.1220424445267668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47286658996070935	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.29	0.15106983544372715	0.0	0.0	0.0	0.2707875151853178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1637190471054145	0.42483318321158925	0.0	0.0	1.371688399712974	0.0	0.0	0.2647054942864129	0.0	0.0	0.0	0.0	0.5488382250696983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44296083054506397	0.19962058563204255	1.8618651109757058	0.0	0.0	0.0
semibin_SRR6000900.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19446275170073538	3.046461669050708	0.055854572675822764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000900.32	0.0	0.09064959369145824	0.0	0.0	0.0	0.12892592651977483	0.0	0.0	0.0	0.4940732877154255	0.0	0.1288913213774333	0.07775041970528018	0.07449719860255045	0.9460754960813628	6.680419450565163	0.346439558490284	0.1543758693883121	0.15089734456872783	0.13642177417480528	0.0	1.4744244359787495	0.15567547807757176	0.869886233758685	0.0	0.0	0.0	0.5569671924377797	0.0	0.0	0.0	1.6296831597345836	2.578309157716222	0.05744295012836385	0.0	0.6086943619323177	0.13294675197262973	0.09439320473442966
semibin_SRR6000900.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7574903620116125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000900.14	0.0	0.0	0.0	0.0	0.0	0.3356119854661217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.45942909145805	0.0	0.0	0.0	0.05714709207456396	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000899.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3174757456478383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43014033059163365	0.0	0.0	0.0	0.0	0.0	0.10613913185841818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000899.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8174282869881433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000899.149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2724097036244437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000896.44	0.14685152845391064	0.0	0.0	0.0	0.31289201329725314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16168660240129762	0.9422930277091178	0.0	0.0	0.5297861342520931	0.0	0.0	0.24054097893036508	0.0	0.0	0.0	0.0	0.6357479878133699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4368601089042061	0.2016509767752795	1.7672230966416023	0.0	0.0	0.0
semibin_SRR6000896.39	0.1690159458505868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8236205400584278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000895.32_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8906597252577058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000894.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.291958930191528	0.0	0.0	0.0	0.0	0.0	0.3826046800730088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000894.13_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5980629949758517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000893.60_sub	0.0	0.25138292968613907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4052878523413332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40376786541015486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32947340506202266	0.9335481605967468	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000893.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46704310863034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000893.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.345648611952375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8812409766197864	0.0	0.0	0.4099192113207787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7787144939059695	0.0	0.0	0.0	0.0	0.32312941205692314	0.0	0.0	0.0	0.0	0.2772679460082339	0.0	0.0	0.4391024364694876	0.34662979254020637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07261398026570764	0.0	0.0	0.1668398025706427	0.16693299219886956
semibin_SRR6000892.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9885701462385322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000891.14	0.0	0.0	2.7461043203857685	0.0	0.0	0.0	0.0	0.0	3.2844421406906963	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.407474217831837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31020955078247	0.0
semibin_SRR6000890.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4688754339520047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000877.55	0.0	0.10017451569262757	0.0	0.0	0.0	0.7519049343032868	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34985110533755376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
