OTU ID	ERR2162200	ERR2162201	ERR2162202	ERR2162203	ERR2162204	ERR2162205	ERR2162206	ERR2162207	ERR2162208	ERR2162209	ERR2162210	ERR2162211	ERR2162212	ERR2162213	ERR2162214	ERR2162215	ERR2162216	ERR2162217	ERR2162218	ERR2162219	ERR2162220	ERR2162221	ERR2162222	ERR2162223	ERR2162224
semibin_SRR6000921.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13091957608495589	0.0	0.0	0.0
semibin_SRR6000920.16	0.0	0.0	0.3479403204802281	0.0	0.0	0.0	0.0	0.0	0.0	0.21807720817507864	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000911.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14984847822866357	0.0	0.0	0.0
semibin_SRR6000910.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4057352072050848	0.0	0.0	0.16423259641478782	0.0	0.1531553371370835	0.14610843333581702	0.0	0.0	0.159490088273047	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	0.8933132874746746	0.8875318789462002	0.0	0.0	0.2889157584011759	0.5099868715891065	0.0	0.0	0.2181432189119613	0.0	0.0	0.0	0.47015686964313635	0.0	0.0	0.27475365025919757	0.0	1.32560556242882	1.468641467855446	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000902.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23497718137706286	0.0	0.13966019906938715	0.0	0.0	0.0
semibin_SRR6000901.30	0.0	0.0	0.0	0.0	0.0	0.0	0.5757742986162764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.29	0.0	0.0	0.0	0.0	0.26219867689202137	0.3818052887201125	0.0	0.38340959117579326	0.23169809898535954	0.0	0.6119340687406124	0.0	0.0	0.2849561222201801	0.6328220637891736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31479368283062525	0.0	0.0
semibin_SRR6000900.6	0.0	0.0	0.22412143278168536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000900.32	0.0	0.0	0.14784751551930306	0.0	0.0	0.0	0.4093769713509159	0.0	0.0	0.6993746934177854	0.0	0.0	0.22918043660466147	0.07469940123875576	0.0	0.0	0.14687373230083678	0.16275858829306863	0.3809543839350599	0.0	0.10409229529075463	0.0	0.0	0.0	0.7563824147111432
semibin_SRR6000896.44	0.0	0.0	0.0	0.0	0.0	0.37087601470584736	0.0	0.346819084957668	0.2177109380817921	0.0	0.6167983542684168	0.0	0.0	0.28565354549727384	0.6105209515068687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30674687818540847	0.0	0.0
semibin_SRR6000896.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25550186952440573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000893.60_sub	0.0	0.0	0.0	0.0	0.0	0.22908845098488387	0.0	0.0	0.0	0.0	0.0	0.0	0.3511062079831029	0.0	0.0	0.0	0.0	0.0	0.0	0.5683625357188752	0.0	0.18692850927594576	0.0	0.0	0.0
semibin_SRR6000892.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1981091740233424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10216253668545225	0.0	0.0	0.0
semibin_SRR5930536.9	0.0	0.0	0.0	0.6595766099112935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.88	0.0	0.0	0.0	0.0	0.0	0.2351152724597551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17716838638892948	0.0	0.0	0.0	0.0	0.0	0.4424572380913236	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930536.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29564695207729336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930534.80	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2322627080658334	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930533.9	0.0	0.0	3.3699496350574583	0.0	0.28284417856538807	0.0	0.0	0.0	0.0	0.0	1.3376595315950484	0.515383881469748	0.6355260891334571	1.1133371597708501	1.7663340316174834	1.696779452310365	0.0	0.0	0.0	1.4012544913411404	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930533.32_sub	0.0	0.11094720184114712	0.0	0.0	0.0	0.3623197838632786	0.0	0.17155890687537423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14198366423069064	0.0	0.0	0.0	0.0	0.0	0.09942024468554118	0.0	0.0	3.702933007102591
semibin_SRR5930532.139	0.0	0.0	0.0	0.0	0.0	0.0	1.6475441570876896	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.101_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2475246310306171	0.0	0.0	0.0
semibin_SRR5930531.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3119690615013117	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930531.50	0.0	0.0	0.0	5.408545187335026	7.805087262312717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49261685410755035	0.0	0.0	0.0
semibin_SRR5930531.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.819337359904102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5085681329409397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.25	0.0	0.0	0.9362355353000017	0.0	0.0	0.17114289883534184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8274143502473362	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930528.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1585754254775129	0.12883728562931623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930528.277	0.0	0.0	0.2579069931676286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.97	0.0	0.0	0.0	0.0	0.35162075253316455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21029366002830502	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13332230970684147	0.0	0.0	0.0
semibin_SRR5930523.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21907422558860798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1071953360289326	0.0	0.0	0.0
semibin_SRR5930522.30_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.40014466650791364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930521.13	0.0	0.0	1.0393976772854263	0.0	0.0	0.15465396637045092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930520.142	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26051673680786663	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.63	0.0	0.0	0.362569169236881	0.0	0.0	0.0	0.5818632340567027	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08687262798463907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16765283063776173	0.0	0.1407712245418875	0.13226553151271245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.20	0.0	0.0	0.11477512808832765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930518.30	0.0	0.0	0.3083583170588126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930516.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09681391487972679	0.0	0.0	0.0
semibin_SRR5930516.27_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14644177382029142	0.0	0.0	0.0	0.0
semibin_SRR5930511.52	0.0	0.7943337462812822	0.0	0.6755491024714353	0.6153478239056056	0.0	0.0	0.0	0.0	22.60539060152099	0.0	1.939066037417183	1.0623198756380332	0.9576081453065627	0.9822422513308349	0.8597648811222215	0.0	1.2792555128531355	0.0	0.0	2.064115040243022	0.0	0.0	0.0	0.0
semibin_SRR5930511.23	0.0	0.0	0.2554726430766362	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930510.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19005827542015988
semibin_SRR5930509.30	0.0	0.0	0.30240651333863866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930507.29	1.1334735450667468	0.0	0.784416951253669	0.0	0.0	0.9903925294778527	0.0	0.0	0.949197764514568	0.0	2.620759498932417	0.0	0.32011081367033634	0.0	0.8042711583160141	0.0	1.2265864672752755	0.0	1.608075210510944	1.1224288283689934	1.6066979353061421	0.0	0.0	0.0	0.0
semibin_SRR5930507.17_sub	0.0	0.0	1.077522981176668	0.0	0.0	0.1560681468600218	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930506.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.268244182190347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930505.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26883546367753114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3284494089885993	0.0	0.0
semibin_SRR5930505.112	0.15220918750442916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5735440883592341
semibin_SRR5930504.156_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12877019440240617	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930504.118_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13958182079266476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20276186408347635	0.0	0.0	0.0	0.0
semibin_SRR5930503.42	0.0	0.0	0.0	0.0	0.0	1.195000390176969	0.0	0.0	1.5610551790966654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930503.31	0.0	0.0	0.6695250648065414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.797012471651632	0.0	0.44895638093243717	0.5958045903189669	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930503.199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11780119520978456	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930502.51	0.0	0.0	0.0	0.0	0.3277435239277356	0.38355385396115527	0.0	0.0	0.20230508038561748	0.0	1.1490366436077664	2.020446869146998	0.6850580432562768	0.3745496113246971	0.0	0.0	0.0	2.664784415608702	0.0	3.5363708550040367	0.0	0.39740318423731846	0.5095578131534714	0.0	0.0
semibin_SRR5930502.48	2.1117525823824836	0.0	0.0	0.0	0.0	1.3272514404165652	0.0	0.0	0.0	0.0	0.0	0.9690638120380685	0.8412963145863828	0.6665427850465607	0.6218078045192154	2.507094141185541	0.0	1.480565273839564	0.4870086329198227	0.0	1.645986751717844	1.178480954978602	0.8576040425576001	1.2937438154596865	0.0
semibin_SRR5930502.40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11371914156639844	0.0	0.38357772929268463	0.0	0.0	0.0	0.0	0.0	0.3096269937035719
semibin_SRR5930501.70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3076778440304857	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930501.30_sub	0.0	0.3694741249811891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930501.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5869524303017724	0.0	0.0	0.19822028909529488	0.12268012183758602	0.16782087021698816	0.0	0.0	0.365123780143553	0.0	0.14719623846772115	0.13404658168687386	0.15980075465498272	0.0	0.0	0.0
semibin_SRR5930501.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1143331179210925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.961205692243043	0.0	0.0	0.0
semibin_SRR5930499.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2799110896638166
semibin_SRR5930499.112	0.0	0.0	0.3912278960338579	0.0	0.0	0.09438346982970904	0.4930330132796519	0.49242644233804755	0.17676220574362547	0.0	0.0	0.0	0.13259872059854713	0.17241491464881525	0.09385576982414874	0.2742308991356366	0.0	0.0	0.3705847085009585	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930498.73	0.20749979404305535	0.0	0.10877732128966396	0.0	0.0	0.08083471179126162	0.0	0.0	0.0	0.0	0.0	0.0	0.17414051987734552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930498.24	0.0	0.14127853531794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930498.20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20255088958025905
semibin_SRR5930498.118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3072899922158553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09436566638695718	0.0	0.0	0.0
semibin_SRR5930498.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14549290051224992	0.0	0.0	0.0
semibin_SRR5930497.86_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15007345538105452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930495.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11467252239985719	1.176699597610845	0.0	0.0	0.0	0.0	0.0	0.1500471728554688	0.0	0.0	0.4474980570372997	0.0	0.0	0.0	0.0	0.5350953563662457	1.3550789507602687
semibin_SRR5930494.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5176868663370303	0.0	0.0	0.0	0.0
semibin_SRR5930494.37	0.0	0.0	0.5055207190262531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7894262836187049	0.0	0.0	0.4697398575804751	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930494.234	0.0	0.0	0.0	0.0	0.0	0.4326981878505472	0.0	0.0	0.0	0.0	0.0	0.0	0.11910822396102154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930494.170	0.0	0.0	0.0	0.23165972798053058	0.0	0.0	0.0	0.0	1.82386398793897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2300124053246184	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930493.36_sub	0.0	0.41192072253228706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18082758471570098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825518.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7196890757713098	0.47204424482449414	0.0	0.2910851591159968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825517.45	0.0	0.0	0.0	0.0	0.32955424657514376	0.0	0.0	0.0	0.0	0.0	0.0	0.7586049952923293	0.5012248560580485	0.0	0.3318249597999205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825516.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2982049247472422	0.0	0.0	0.0
semibin_SRR25825516.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16127058369948388	0.0	0.14824220490938345	0.1211734460842855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825514.3_sub	1.4272478428021982	0.0	0.0	0.0	0.0	0.648489779095624	0.0	0.0	0.38183908546747186	0.0	0.0	1.3917324803767062	0.5255150599635544	0.37019052105633043	0.41928707247111213	1.3260092975941917	0.0	2.083279739705031	0.0	0.0	1.2025625921757763	0.6284545092387801	1.1597089110480832	0.8577428877266492	0.4819937711665307
semibin_SRR25825511.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3264497510024427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825509.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.846217416941146	0.0	0.44948420355462515	1.7316577279150502	1.6446524152708355	0.0	0.0	0.0	0.0	2.3846286110350285	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825508.4_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4032619721799204	0.0	0.1780889429927361	0.0	0.0	1.0393404814232126	0.0	0.0	0.0	1.371359705816291	0.0	0.0	0.0	0.0
semibin_SRR25825507.51_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5022617420445818	0.0	0.0	0.0	0.0
semibin_SRR25825504.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3174700593938365	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825502.47_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24406961885087397	0.0	0.4672311591119756	0.0	0.0	0.0
semibin_SRR25825502.37	0.0	0.48501324602403967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825502.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15044792485884542	0.0	0.0	0.26028162017838563	0.0
semibin_SRR25825502.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2752587404553337	0.0	0.0	0.0
semibin_SRR25825499.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13946534472995661	0.12740674302176738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825497.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2327514074901095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR25825495.1_sub	0.0	0.0	0.9794346868525031	0.0	0.0	0.17646387707364564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR23364237.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22782856817581967	0.0	0.0	0.0
semibin_SRR23364235.6	0.0	0.0	0.0	0.0	0.0	0.0	0.450630097955215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
