OTU ID	SRR16168896	SRR16168900	SRR16168902	SRR16168903	SRR16168909	SRR16168913	SRR16168918	SRR16168920	SRR16168925	SRR16168926	SRR16168929	SRR16168930	SRR16168938	SRR16168940	SRR16168941	SRR16168942	SRR16168943	SRR16168945	SRR16168952	SRR16168969	SRR16168974	SRR16168975	SRR16168976	SRR16168982	SRR16168984	SRR16168985	SRR16168986
semibin_SRR6000920.93	0.0	0.0	0.0	0.0	0.0	0.12606990896424192	0.11987728439394917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000920.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05267180556494094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000910.14	0.0	0.0	0.0	0.0	1.4956390535537487	0.20469220131936305	0.08433631875999974	1.212876545031297	0.4961520295815198	1.0246202733997922	0.8684007843387457	0.9163637975031883	0.41751011361689605	0.0	1.0512703351642554	0.0	0.8321321569758056	0.5845930708103411	0.0	0.9186007889730754	0.0	0.0	0.329272694040354	0.9033678228411585	0.36109790584906715	0.63218343149962	0.7739934255226081
semibin_SRR6000909.45	0.0	0.0	0.0	0.0	0.0	0.0	0.13380778347979053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26078659119631425
semibin_SRR6000907.58	0.05072053057500986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000905.60_sub	1.431069428577396	1.016858434960249	1.2587248861911038	0.0	0.22745943503889426	2.0030833844169647	0.5807240307882958	0.0	0.3478930366090752	0.0	0.0	0.12875070702151756	1.6950320745780736	0.0	0.0	0.0	0.0	0.2416068212728053	0.0	0.24270768225130226	0.0	0.43986695189303865	0.0	0.0	0.46905044649578376	0.08239703232519655	0.0
semibin_SRR6000905.32	0.0	0.0	0.0	0.0	0.0	0.0	0.10408174962218432	0.0	0.0	0.0	0.0	0.11016577897947903	0.0	0.0	0.40226486157587793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13840931453904678
semibin_SRR6000903.20	0.0	0.0	0.0	0.0	0.0	0.0	0.07078164004030288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18669581714240974	0.0	0.0
semibin_SRR6000903.13	0.0	0.0	0.0	0.0	0.0	0.16772214960562687	0.07943484710425323	0.8848853452697555	0.37353632621372485	0.6925332204772904	0.7851312970376066	0.6791877686936284	0.35522963032879196	0.0	0.8414394375311897	0.0	0.6759021427795887	0.4153315575272398	0.0	0.6658585546676783	0.0	0.0	0.24239394454963853	0.6682255097571659	0.27745713515459003	0.4636175943716103	0.5701398957769337
semibin_SRR6000901.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23266206807441064	0.0
semibin_SRR6000901.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37553782392843416	0.0	0.0	0.0	0.0701882368951313	0.5797267063615945	0.5413092234116794	0.0	4.172643886008794	0.0	0.0	0.2881566445598509	0.4030393010176023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000901.29	0.0	0.0	0.0	0.0	0.0	0.11128620463873733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10130039394743834
semibin_SRR6000900.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06865905164272813	0.0	0.06054097491750105	0.09731816554138709	0.0	0.0	0.38083432087757313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000900.32	0.0	0.44505357254188205	0.7986819461295147	0.0	0.1566643382734449	0.08087264442490218	0.06268198622353834	0.22385772384494906	0.0	0.058876721618843816	0.0	0.06727206289243756	0.11760831170944043	0.9727916154239361	0.10373247839839031	2.4793722286589426	0.09864845128448967	0.0	0.0	0.0	2.1271524870418466	0.14871317071737852	0.0	0.054967932972850846	0.0	0.05056036104461124	0.0
semibin_SRR6000900.14	0.0	0.0	0.0	0.0	0.1246547143471806	0.0	0.0	0.18224226763833004	0.0	0.0	0.0	0.537762527853841	0.0	0.0	0.0	0.0	0.0	0.0	3.348759492640889	0.0	2.166510647135094	0.26995976134511235	0.0	0.15898759342057794	0.0	0.0	0.0
semibin_SRR6000899.37	0.0	0.0	0.0	0.0	0.0	0.0	0.04403584297372902	0.0	0.0	0.0	0.2614809213548064	0.0	0.0	0.0	0.0	0.0	0.15151248104557943	0.0	0.0	0.0	0.0	0.0	0.0	0.08887722206430336	0.0	0.10877497049194002	0.20708861879222362
semibin_SRR6000896.44	0.07686715372270972	0.0	0.0	0.0	0.0	0.11500044210114167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0994820082681535
semibin_SRR6000896.39	0.0	0.0	0.0	0.0	0.0	0.0	0.15539331303382953	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000894.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4569171212181725	0.0
semibin_SRR6000893.60_sub	0.0	0.0	0.0	0.0	0.0	0.23103861466849163	0.18172108673980217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR6000892.71	0.0	0.0	0.0	0.0	0.22158658598231806	0.08505927695752892	0.12323032479358124	0.0	0.3021832172346854	0.17751230188458403	0.5238410673658128	0.5579808048560636	0.18723259367669368	0.0	0.0	0.0	0.0831520915310515	0.0	0.2769396479779488	0.24141555457886116	0.0	2.7000417518553803	0.0	0.5096796426116516	0.5170813772742926	0.16531615514985548	0.3218485932467055
semibin_SRR6000891.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4874828147276459	0.0	0.0	0.0	0.0
semibin_SRR5930536.9	0.0	0.205845877168327	0.0	0.0	0.22726039637763484	0.0	0.11236527494388278	0.0	0.0	0.0	0.0	0.1299689812809243	0.0	0.276758217557601	0.43814574521291255	0.0	0.0	0.0	0.0	0.2897764680462268	0.0	0.0	0.0	0.0	0.0	0.0	0.1403024469331109
semibin_SRR5930536.88	0.12012871973861305	0.0	0.0	0.0	0.0	0.47377396518848847	0.38508916782697206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2552566778701123	0.8902331085766855	0.0	0.0	0.0	0.0	0.5952127913715624	0.0	0.22339914633766636	0.0	0.0
semibin_SRR5930536.61_sub	0.0	0.0	0.0	0.0	0.0	0.13457217991375897	0.04104585279488603	0.0	0.0	0.0	0.0	0.811500556136794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0876722052170906	0.0	0.09476188586941899	0.1719059481325254	0.0
semibin_SRR5930536.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149045731605001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930534.80	0.0	0.0	0.0	0.0	0.0	0.6858855558260263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7331700545730114	1.0666272791750637	0.2602584738803497	0.0	0.0
semibin_SRR5930534.11	0.0	0.0	0.0	0.0	0.0	0.0	0.045117167868324544	0.0	0.0	0.0	0.461669295229355	0.0	0.0	0.0	0.0	0.0	0.15946725516580879	0.0	0.0	0.0	0.0	0.0	0.0	0.11150538368800647	0.0	0.11059061494004922	0.1944466132544804
semibin_SRR5930533.9	0.5218696897665964	0.0	0.0	0.0	0.0	0.929563007068387	0.0	0.0	1.7735201949040968	0.0	0.0	0.0	0.0	0.3541802040128439	0.0	0.0	0.0	0.767613494786641	2.7946789639215432	3.4051205034941714	0.0	0.0	0.11599109110831893	0.0	0.0	0.08614393689092559	0.0
semibin_SRR5930533.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1645352995595158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930533.32_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.8318154203392946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38983022291111297	0.0	0.0	0.0	0.0
semibin_SRR5930533.29	0.0	0.0	0.0	0.0	0.0	0.0	0.13538396171705516	0.0	0.0	0.0	0.0	0.14252114113681966	0.0	0.0	0.5364689626847406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29737810753772004	0.0	0.0
semibin_SRR5930533.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4071455247102215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.72	0.0	0.0	0.0	0.0	0.3111953147043702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10883573395403173	0.0	0.0	1.1695164740155213	0.6128699415479532	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20497923048595104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930532.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15964553461074843	0.0	0.0
semibin_SRR5930532.161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.324693157022987	0.0	0.0	0.04714842695553562	0.0	0.0	0.0
semibin_SRR5930532.139	0.0	0.0	0.0	0.0	0.10884058769081054	0.0	0.0	0.11074220682315945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930531.50	1.4252998335659888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930531.137	0.10376845581269835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09537490135203228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930530.129_sub	0.0	0.0	0.0	0.0	0.0	0.05076137317950746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930529.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2170841313240848	0.0	0.0	0.0	0.0	0.0	0.1998272702990378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20738321398416956	0.44226953783015976	0.0
semibin_SRR5930529.2	0.0	0.0	0.0	0.0	0.0	0.0	0.08755239613499967	0.0	0.0	0.0	0.506688262787127	0.35099550225371007	0.0	0.0	0.0	0.0	0.29277476142666403	0.25758581166702726	0.0	0.3076195698729736	0.0	0.0	0.17027214939822963	0.2981183732636036	0.0	0.25500696050826926	0.34754267921413934
semibin_SRR5930528.83_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.16906695614488687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930528.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1008975996183495	0.0	0.0	0.0871994585079151	0.0	0.0
semibin_SRR5930528.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10085188698544609	0.0	0.0	0.0	0.14755416039564345
semibin_SRR5930528.37	0.0	0.0	0.0	0.0	1.2094167889222176	0.17036568976757832	0.06505579162762581	1.0188579753072295	0.32194217771240746	0.8107248642345679	0.7277735876831473	0.6732958031079193	0.3559113301973321	0.0	1.0105245551331656	0.0	0.7128951805273941	0.3915408970753108	0.0	0.7392885240530697	0.0	0.0	0.23044476163275388	0.7007409630986916	0.2580652588575727	0.43640769903537135	0.6045216408308166
semibin_SRR5930528.277	0.0	0.0	0.0	0.0	0.0683753611170342	0.0	0.0	0.08341819156100128	0.0	0.0	0.0	0.2220859437702584	0.0	0.18149067368172617	0.0	0.4877678329874781	0.0	0.0	0.0	0.0	0.7670998937025422	0.7337675952997629	0.0	0.04920689056987768	0.1238468638930127	0.0	0.0
semibin_SRR5930527.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1484427816604582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.114	0.0	0.0	0.0	0.0	0.056934872498311195	0.0	0.0	0.0	0.0	0.0	0.0	0.033842258622616805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.102_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2421784493034884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930527.100	0.0	0.0	0.0	0.0	0.6612496643889991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930523.43	0.0	0.0	0.0	0.0	0.0	0.0	0.044615825648680676	0.0	0.0	0.0	0.2729486763032273	0.0	0.0	0.0	0.0	0.0	0.1335351391948189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10307439887746049	0.19379495743453404
semibin_SRR5930523.22	0.0	0.0	0.0	0.0	0.24175950889018596	0.08623267816833605	0.11684913030166194	0.0	0.31887712761329284	0.18165172422655995	0.5345304342829866	0.558698414583413	0.21015295827239674	0.0	0.0	0.0	0.09481738029062618	0.0	0.19752949223401203	0.2227371898320615	0.0	2.324951424665033	0.0	0.5011813487277166	0.5003968321585128	0.1538760503284983	0.3106986196786675
semibin_SRR5930522.30_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42949785305317234	0.0	0.0	0.0	0.0	0.9367532038244062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930520.79_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37791127435111	0.0	0.0	0.0	0.0	0.0	0.0	1.0057961576772474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061006457537717024	0.0	0.0	0.11538390644460506	0.0	0.0	0.0	2.5167965440590643	1.6279187908843844	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930519.26	0.0	0.0	0.0	0.0	1.0953747250608636	0.16589485242519822	0.058504949512026894	0.9131426729164409	0.2930566117247729	0.7379936820591555	0.7136544157915857	0.6071365329405648	0.39817551432134596	0.0	1.0338978438587727	0.0	0.6181578722630895	0.3500315800073417	0.0	0.674781935108269	0.0	0.0	0.23076557151040017	0.6551824015283029	0.24616707894833117	0.4141657051317505	0.5971296643556185
semibin_SRR5930519.20	0.0	0.0	0.0	0.0	0.11121066154409694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11005317956642494	0.0	0.13068542320583842	0.0	0.0	0.0	0.0	0.07275608636305349	0.4950020328845449	0.0	0.0	0.2139160593885527	0.0	0.0	0.0584282515461045
semibin_SRR5930518.8	0.0	0.0	0.0	0.0	0.0	0.0	0.12068398461423946	0.0	0.0	0.0	0.0	0.1206378311755631	0.0	0.0	0.8255790719198853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36631749709737393	0.13894525300637084
semibin_SRR5930518.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29193106430787735	0.13631828889809003	0.0	0.0	0.11843077707688843	0.0	0.0	0.0	0.0	0.19106760346144502	0.0	0.0	0.0	0.0	0.0	0.08171603406376828	0.13034945544591126	0.11273623035010556	0.0	0.0
semibin_SRR5930518.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2562600001743028	0.08359322757227813	0.0	0.0	0.0	0.0	0.17419527691570127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15911565381728487	0.17213124199192087
semibin_SRR5930517.113	0.0	0.0	0.0	0.0	0.2686604339350196	0.10942876832850343	0.24133001860953326	0.0	0.19675884544030556	0.1946198456928363	0.0	0.20751405689202196	0.0	0.0	0.3170470949947067	0.22694119482260328	0.8022353330127109	0.3286500770893584	0.0	0.10706646253757118	0.0	0.0	0.0	0.19990046455582783	0.1513804939921458	0.38599922966733763	0.12181329815043733
semibin_SRR5930517.103	0.0	0.0	0.16500952327321491	0.0	0.32239128412465745	0.0	0.0	0.0	0.09094583475026867	0.14395630554829772	0.0	0.0	0.0	0.0637497331517051	0.0	0.0	0.0	0.0	0.0	0.09684323607399188	0.0	0.42910157683630024	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930516.27_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6996888757090153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930515.39_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5479409717384389	0.0
semibin_SRR5930511.52	0.8863133698690279	2.9740447041592235	1.2539736509248247	0.0	0.0	0.0	0.27355204073135403	0.0	0.23430873674265176	0.7600997320448298	0.0	0.0	0.0	0.1853110403377193	0.2382190516058035	0.22541711126176725	0.0	0.0	0.0	0.69256852991892	0.0	0.0	0.1642599716046086	0.0	0.27531364147843673	0.0	0.0
semibin_SRR5930511.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04175094753480539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930510.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20952069741232182	0.0	0.1845378878392845	0.8619075933648507	0.0	0.0	0.0	0.40296071791285293	0.26911989541967396	0.0	0.0	0.0	0.0	0.21233102620084063	0.0	0.2364923817701208	0.27405753593821247	0.0
semibin_SRR5930510.47_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5496464400452127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930510.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14532867152359358	0.0	0.0	0.0
semibin_SRR5930510.20_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.06879577605345599	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18662809178341236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1373087715269818	0.17473314180596228
semibin_SRR5930509.30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27449467335230365	0.126896989603333	0.0	0.0	0.11464742597884586	0.0	0.0	0.0	0.0	0.19018388404467299	0.0	0.0	0.0	0.0	0.0	0.0	0.13080379445501117	0.0	0.0	0.0
semibin_SRR5930507.86	0.0	0.5419587914684375	1.123829449998662	0.0	0.0	0.0	0.08793397938218574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4564742571244345	0.0	0.0	0.0	0.38389693716587103	0.0	0.0
semibin_SRR5930507.83_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9046101250495187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124234668150769	0.0	0.0
semibin_SRR5930507.29	0.0	0.0	0.8198424534303624	0.0	0.0	0.0	0.580838134905678	0.0	0.0	0.0	0.0	0.3974542428254729	0.0	0.0	0.0	0.0	0.0	0.26322613425989144	0.9158283326117775	0.0	0.0	0.0	0.0	1.3032636808727907	0.0	0.0	0.0
semibin_SRR5930507.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2732235360485425	0.0	0.0	0.0
semibin_SRR5930507.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6975836905045647	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR5930506.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07483648171847934	0.0	0.0	0.0	0.0	1.8679460924402915	0.0	0.0	0.0	0.0	0.6320602640111534	0.0	0.0
